dok_id;dok_navn;datoer;stedsnavn;kommune;mineraler
2832283;3933.pdf;;;"Kvinesdal";;
2834942;7181.pdf;;;;
2834761;7005.pdf;;;;
2835351;937.pdf;;;;
2835151;7379.pdf;;;;
2835569;BV2013.pdf;;;;
2835078;731-2.pdf;;;;
2834635;6820.pdf;;;;
2835303;886.pdf;;;;
2835986;BV6900.pdf;;;;
2835260;839-1.pdf;;;;
2836020;BV7188H.pdf;;;;
2835221;803-1.pdf;;;;
2835222;803-2.pdf;;;;
2835077;731-1.pdf;;;;
2835913;BV5988H.pdf;;;;
2835825;BV4670H.pdf;;;;
2834813;706-2.pdf;;;;
2834917;716-A.pdf;;;;
2835253;833-1.pdf;;;;
2834398;6069.pdf;;;;
2835254;833-2.pdf;;;;
2835262;839-2.pdf;;;;
2835225;806-2.pdf;;;;
2834919;716-B.pdf;;;;
2834636;6821.pdf;;;;
2834637;6822.pdf;;;;
2835233;813-2.pdf;;;;
2835226;806-3.pdf;;;;
2834812;706-1.pdf;;;;
2834632;6819.pdf;;;;
2835234;813-1.pdf;;;;
2832205;3862.pdf;"19.09 1967,19.09 1967";;"Gamnes,Grunnfjord,Oslo,Rapp,Trondheim,Ila";;"Diamant,Kobber,Kvarts";
2835224;806-1.pdf;;;;
2832282;3932.pdf;;;"Orkla,Auma,Le,Trondheim,Tynset,Eiker,Ole,Nymoen,Bjerkeng";;
2832345;3998.pdf;;;"Grong,Ma,Mo,Langvatn,Trondheim,Langvatnet";;"Amfibol,Kopperkis,Epidot,Kvarts";
2832347;3999.pdf;;;"Grong,Nord,Mo,Trondheim,Fosnes";;"Amfibol,Glimmer";
2832214;3870.pdf;"15.08 1947";;"Malmen,Kabelen,Trondheim,Ballangen,Nordland,Sakshaug,Rana,Jordet";;"Diamant,Granat,Glimmer,Olivin,Svovel,Magnetkis,Grafitt";
2832187;3846.pdf;;;"Skogfoss,Nov,Svartfjell,For,One,Rapp,Ila,Hu";;
2832142;3801.pdf;"01.06 1954";;"Tverrfjell,Bom,Son,Vestre,For,Re,Trondheim,Dovre,Gamma,Var,Man,Nora";;"Kvarts,Glimmer,Magnetkis,Grafitt,Diamant,Granat";
2834586;6600.pdf;;;;
2832141;3802.pdf;"24. juni 1950,12.07 1950,12.07 1950";;"To,For,Steinkjer,Tron,Gruben";;"Svovel,Svovelkis,Magnetitt";
2832132;3794.pdf;"01.03 1968";;"Tromsdalen,Nord,Verdalen,Vassbotn,Trondheim,Jord";;"Diamant";
2832102;3766.pdf;;;"Falconbridge,From,He,Bekken,Iveland,Line,For,By,Birkeland,Rea,Ma,Sentrum,Hull,Tho,Mo,Mon,Sannum,Marum";"Iveland";
2832296;3945.pdf;;;"Knaben,Kvina,Smalvann,By,Kvinesdal,Litladalen";;
2832250;3903.pdf;;;"For,Fjellet,Man,Rekstad,Trondheim,Harald,Nordland,Skaret,Okstad";;"Gull,Kvarts";
2832204;3861.pdf;;;"Am,Ilis,Ea,Trondheim,Melhus,Inn,Mo";;"Svovel,Svovelkis";
2832267;3919.pdf;;;"Killingdal,Helge,Malmen,Nordmalmen,Ea,Or,Gruver,Gruven,Andra,Io,Viste,Holman,Luke,Bandet,Ro";;"Kvarts,Kloritt,Svovel,Pyritt,Svovelkis";
2832336;3987.pdf;;;"Siebe,Kautokeino,Finnmark,Overgangen,Miller,Jergul,Nor,Bu,Va";;"Magnetkis,Pyritt,Grafitt,Kobber,Gull,Amfibol,Granat,Hematitt";
2832229;3884.pdf;;;"Orkla,Agdenes";;"Kvarts,Magnetkis";
2830730;2378.pdf;"09 08 1978,09.08 1978";;"For,Hull,Va,Hullet,Gjerdet,Gjerde";"Røros";
2832354;4005.pdf;"06.11 1992";;"Trondheim,Oppdal,Luna";;"Gull";
2832343;3995.pdf;;;"Malmen,To,Leie,Larvik,Trondheim,Finnmark";;"Kvarts,Talk";
2832210;3867.pdf;"16.05 1955,16.05 1955";;"Trondheim,Harald,Ballangen,Nordland";;
2832247;3900.pdf;"23.02 1916";;"Litland,Kristiansand";;"Talk";
2834600;6614.pdf;;;;
2832199;3857.pdf;"20.02 1981,20. februar 1981,20. februar 1981";;"Kautokeino,Eidsvig,Logn,Trondheim,Finnmark,Jens";;"Amfibol,Diamant";
2834556;6465.pdf;;;;
2833708;5410.pdf;;;;
2832211;3868.pdf;"21.08 1956";;"Ballangen,Nordland";;"Diamant,Talk,Glimmer,Kloritt,Granat,Kvarts,Gull";
2831997;3671.pdf;;;"Fall,Oslo,For,Trondheim";;"Diamant,Gull,Kvarts,Dolomitt";
2831713;3389.pdf;;;"Bleikvassli,Nordland";;"Diamant";
2831948;3625.pdf;"25.03 1970,10.10.69";;"Knaben,Man,Hommen,Hull,Kvinesdal,Hvammen";;
2831771;3445.pdf;"07.03. 1972";;"Ballangen,Nordland,Ankenes,Lo,Nov";;
2833984;5685.pdf;;;;
2831250;2934.pdf;"24. august 1966";;"Va";;
2833701;5404.pdf;;;;
2834122;5815.pdf;;;;
2833454;5160.pdf;;;;
2834123;5816.pdf;;;;
2833872;5574.pdf;;;;
2833763;5472.pdf;;;;
2833488;5194.pdf;;;;
2832208;3865.pdf;"15.11 1954";;"Ballangen,Nordland";;
2834088;5783.pdf;;;;
2834966;7205.pdf;;;;
2834967;7204.pdf;;;;
